global_step,perplexity,eval_loss,train_loss
2000,tensor(17.1737),2.8433812141418455,2.8553295135498047
4000,tensor(10.2702),2.3292442162831626,2.409061908721924
6000,tensor(9.9012),2.2926525592803957,2.29394793510437
8000,tensor(9.7998),2.2823647340138753,2.3002569675445557
10000,tensor(9.7896),2.281317774454753,2.2917771339416504
11327,tensor(9.5647),2.258080832163493,2.216649293899536
12000,tensor(9.6348),2.265382687250773,2.173503875732422
14000,tensor(9.3548),2.235886319478353,2.231421709060669
16000,tensor(9.4914),2.2503889719645183,2.243340253829956
18000,tensor(9.3059),2.2306533813476563,2.3091039657592773
20000,tensor(9.0103),2.19836319287618,2.231762170791626
22000,tensor(7.4729),2.011281887690226,2.039586067199707
22654,tensor(7.1083),1.961264181137085,2.0610039234161377
24000,tensor(4.3907),1.4794893900553385,1.6575661897659302
26000,tensor(3.1951),1.1616257270177206,1.3875093460083008
28000,tensor(2.3662),0.8613019665082295,0.9824724197387695
30000,tensor(1.9659),0.6759610931078593,0.7320595383644104
32000,tensor(1.7249),0.5451900660991669,0.746959388256073
33981,tensor(1.6088),0.4755004048347473,0.5871577858924866
34000,tensor(1.5991),0.46945048371950787,0.5599728226661682
36000,tensor(1.4926),0.4004954040050507,0.44527527689933777
38000,tensor(1.3948),0.3327838142712911,0.36738088726997375
40000,tensor(1.3376),0.29088213443756106,0.3972178101539612
42000,tensor(1.3077),0.2682398557662964,0.37800925970077515
44000,tensor(1.2894),0.25416307349999745,0.2799617052078247
45308,tensor(1.2758),0.2435845156510671,0.24142016470432281
46000,tensor(1.2755),0.24332549472649892,0.24752123653888702
48000,tensor(1.2421),0.21683149337768554,0.30102360248565674
50000,tensor(1.2293),0.20644122858842215,0.22917386889457703
52000,tensor(1.2189),0.1979416072368622,0.23220153152942657
54000,tensor(1.2038),0.1854687680800756,0.25177648663520813
56000,tensor(1.1971),0.1799312114715576,0.2498159557580948
56635,tensor(1.1916),0.17527395685513814,0.2613621950149536
58000,tensor(1.2000),0.18228723605473837,0.2118237316608429
60000,tensor(1.1765),0.16251623928546904,0.21430851519107819
62000,tensor(1.1624),0.15044744163751603,0.15603689849376678
64000,tensor(1.1582),0.14689603050549824,0.17659695446491241
66000,tensor(1.1642),0.15206864873568218,0.1690858006477356
67962,tensor(1.1571),0.1459341178337733,0.17266534268856049
68000,tensor(1.1483),0.13825709074735643,0.16035763919353485
70000,tensor(1.1538),0.143020898103714,0.15908245742321014
72000,tensor(1.1516),0.14119069278240204,0.20526354014873505
74000,tensor(1.1384),0.12962874869505564,0.16874776780605316
76000,tensor(1.1408),0.13174981772899627,0.17855395376682281
78000,tensor(1.1447),0.1351222152511279,0.17776496708393097
79289,tensor(1.1375),0.1288530687491099,0.1708654910326004
80000,tensor(1.1435),0.13410465270280839,0.13248053193092346
82000,tensor(1.1336),0.12538455575704574,0.15740622580051422
84000,tensor(1.1326),0.12451005528370539,0.14412496984004974
86000,tensor(1.1295),0.12174079865217209,0.1419229507446289
88000,tensor(1.1141),0.10803920278946559,0.14599919319152832
90000,tensor(1.1239),0.11684017529090246,0.14262771606445312
90616,tensor(1.1141),0.10806881288687388,0.12276460230350494
92000,tensor(1.1282),0.12064016908407212,0.15532736480236053
94000,tensor(1.1175),0.11113481322924296,0.14379140734672546
96000,tensor(1.1158),0.10959318478902182,0.11444593966007233
98000,tensor(1.1198),0.11317528237899145,0.12942057847976685
100000,tensor(1.1186),0.11209069192409515,0.1557980328798294
101943,tensor(1.1225),0.11551646043856939,0.1304573118686676
102000,tensor(1.1181),0.11163737326860428,0.13365685939788818
104000,tensor(1.1182),0.1117190107703209,0.15732477605342865
106000,tensor(1.1102),0.10455089857180913,0.11027078330516815
108000,tensor(1.1043),0.09925538500150045,0.16282694041728973
110000,tensor(1.0993),0.09465554207563401,0.13238906860351562
112000,tensor(1.1030),0.0980473816394806,0.17928971350193024
113270,tensor(1.1001),0.09539032777150472,0.14411908388137817
114000,tensor(1.1049),0.09975644052028657,0.16735973954200745
116000,tensor(1.0979),0.09339619129896164,0.13748908042907715
118000,tensor(1.1093),0.10368640472491582,0.101732037961483
120000,tensor(1.1108),0.10510191470384597,0.1224515363574028
122000,tensor(1.0962),0.09188383768002192,0.10152030736207962
124000,tensor(1.0998),0.09510062014063199,0.10119170695543289
124597,tensor(1.1044),0.09933602338035902,0.11728020012378693
126000,tensor(1.0989),0.0942981814344724,0.13047794997692108
128000,tensor(1.1019),0.09702105671167374,0.10888052731752396
130000,tensor(1.1025),0.09755538205305735,0.09486304223537445
132000,tensor(1.0984),0.09389256983995438,0.09505803138017654
134000,tensor(1.1000),0.09533848116795222,0.11332415789365768
135924,tensor(1.0944),0.09022640784581502,0.12455528974533081
136000,tensor(1.1022),0.09727897395690283,0.1071540117263794
138000,tensor(1.0899),0.08610013648867607,0.10920757055282593
140000,tensor(1.0881),0.0844651368757089,0.11463207006454468
142000,tensor(1.0938),0.08969395458698273,0.10632039606571198
144000,tensor(1.0881),0.08447789450486501,0.13171276450157166
146000,tensor(1.0853),0.08186965311566989,0.13555505871772766
147251,tensor(1.0988),0.09417424077788988,0.10660190135240555
148000,tensor(1.0847),0.08132272660732269,0.10015562176704407
150000,tensor(1.0922),0.0881943183640639,0.1081809401512146
152000,tensor(1.0902),0.08636766796310742,0.09092758595943451
154000,tensor(1.0923),0.08829949498176574,0.10253825783729553
156000,tensor(1.0918),0.08779117787877719,0.11471587419509888
158000,tensor(1.0861),0.08259192183613777,0.08810035139322281
158578,tensor(1.0843),0.08093470484018325,0.09691182523965836
160000,tensor(1.0903),0.08641581808527311,0.09054015576839447
162000,tensor(1.0844),0.0810174194475015,0.11955761164426804
164000,tensor(1.0870),0.08341244012117385,0.09296014159917831
166000,tensor(1.0842),0.08080989420413971,0.13892540335655212
168000,tensor(1.0846),0.08119872858126959,0.11654584109783173
169905,tensor(1.0828),0.07958647161722184,0.09165743738412857
170000,tensor(1.0829),0.07960886930425962,0.0971999242901802
172000,tensor(1.0820),0.0788496603568395,0.08356628566980362
174000,tensor(1.0817),0.07853577335675557,0.06808816641569138
176000,tensor(1.0846),0.08116766810417175,0.08405784517526627
178000,tensor(1.0906),0.08668911159038543,0.06942988187074661
180000,tensor(1.0862),0.08264528711636861,0.08514784276485443
181232,tensor(1.0812),0.07805674796303114,0.08860514312982559
182000,tensor(1.0817),0.07856764296690623,0.06679865717887878
184000,tensor(1.0808),0.07769274637103081,0.10586235672235489
186000,tensor(1.0838),0.08049249077836672,0.08728114515542984
188000,tensor(1.0804),0.07729799126585325,0.08886153250932693
190000,tensor(1.0865),0.08291949207584064,0.09307307749986649
192000,tensor(1.0791),0.0761350892484188,0.10206557810306549
192559,tensor(1.0789),0.07594001318017642,0.07629640400409698
194000,tensor(1.0766),0.07379522348443666,0.06739572435617447
196000,tensor(1.0758),0.07303510308265686,0.0602494515478611
198000,tensor(1.0802),0.07718788807590803,0.09316686540842056
200000,tensor(1.0867),0.08316675250728925,0.10431908816099167
202000,tensor(1.0761),0.07338143065571785,0.07522621750831604
203886,tensor(1.0755),0.0727729099492232,0.11327489465475082
204000,tensor(1.0788),0.07581170300642649,0.0719124972820282
206000,tensor(1.0789),0.07592764695485434,0.10364873707294464
208000,tensor(1.0797),0.07664357175429662,0.09171336144208908
210000,tensor(1.0747),0.07204075331489244,0.06550800055265427
212000,tensor(1.0778),0.07496238326032957,0.07184433937072754
214000,tensor(1.0815),0.07834674045443535,0.09384201467037201
215213,tensor(1.0700),0.0676205649971962,0.0948164090514183
216000,tensor(1.0760),0.07321906040112178,0.06791304051876068
218000,tensor(1.0779),0.07499474932750066,0.1269776076078415
220000,tensor(1.0752),0.07249177445967993,0.10051535069942474
222000,tensor(1.0751),0.07245155076185862,0.1024155467748642
224000,tensor(1.0799),0.07688043862581254,0.08068805932998657
226000,tensor(1.0739),0.07128604178627332,0.08823444694280624
226540,tensor(1.0761),0.07334048226475716,0.08845705538988113
228000,tensor(1.0737),0.07109708935022355,0.094205342233181
230000,tensor(1.0770),0.07413739711046219,0.0972873643040657
232000,tensor(1.0694),0.06711743970712027,0.06625059247016907
234000,tensor(1.0794),0.07644174446662268,0.12496423721313477
236000,tensor(1.0736),0.07103160619735718,0.08820623904466629
237867,tensor(1.0782),0.07525054067373275,0.09935393929481506
238000,tensor(1.0748),0.07210898026823997,0.0517096221446991
240000,tensor(1.0759),0.07311959688862164,0.07645771652460098
242000,tensor(1.0715),0.0690210409462452,0.11172959953546524
244000,tensor(1.0746),0.07196775277455648,0.10033108294010162
246000,tensor(1.0756),0.07287011494239172,0.06130790710449219
248000,tensor(1.0707),0.0683330071469148,0.06336558610200882
249194,tensor(1.0685),0.06624640946586927,0.0783085748553276
250000,tensor(1.0721),0.06966201489170393,0.07967209815979004
252000,tensor(1.0673),0.06517806549866995,0.09931182116270065
254000,tensor(1.0707),0.06834634219606718,0.0834115594625473
256000,tensor(1.0682),0.06593767975767453,0.08282750844955444
258000,tensor(1.0705),0.0681272511680921,0.09383561462163925
260000,tensor(1.0677),0.06547479058305422,0.09218718856573105
260521,tensor(1.0640),0.062063859403133394,0.10338656604290009
262000,tensor(1.0713),0.06885767181714376,0.06510371714830399
264000,tensor(1.0652),0.06317835152149201,0.08903052657842636
266000,tensor(1.0729),0.0703468938668569,0.06965231895446777
268000,tensor(1.0655),0.06340350608030955,0.06883952766656876
270000,tensor(1.0717),0.0692086564997832,0.09650953114032745
271848,tensor(1.0668),0.06469092443585396,0.09016752988100052
272000,tensor(1.0634),0.06145396555463473,0.06370165944099426
274000,tensor(1.0641),0.06214372118314107,0.09530121833086014
276000,tensor(1.0718),0.06937816217541695,0.10075058043003082
278000,tensor(1.0656),0.0635291094581286,0.08038672804832458
280000,tensor(1.0653),0.06321909303466479,0.08343030512332916
282000,tensor(1.0705),0.06809736713767052,0.08794551342725754
283175,tensor(1.0636),0.0616708055138588,0.06675057858228683
284000,tensor(1.0629),0.060998484243949255,0.07560618221759796
286000,tensor(1.0633),0.06140080044666926,0.08485126495361328
288000,tensor(1.0680),0.06574685176213582,0.08332426100969315
290000,tensor(1.0692),0.06690280834833781,0.07130789756774902
292000,tensor(1.0668),0.06465140581130982,0.09201177209615707
294000,tensor(1.0604),0.058666601032018664,0.07184561342000961
294502,tensor(1.0755),0.0728206381201744,0.09935374557971954
296000,tensor(1.0656),0.06352656905849775,0.07481814920902252
298000,tensor(1.0663),0.06418411334355673,0.07857073098421097
300000,tensor(1.0651),0.06305386076370875,0.08668285608291626
302000,tensor(1.0643),0.06231268470486005,0.0818282961845398
304000,tensor(1.0671),0.06492557724316915,0.05180741846561432
305829,tensor(1.0710),0.06858947376410167,0.09014885127544403
306000,tensor(1.0742),0.0716079647342364,0.0640462338924408
308000,tensor(1.0617),0.05985152026017507,0.09713461250066757
310000,tensor(1.0687),0.06647285968065261,0.09598160535097122
312000,tensor(1.0633),0.061343244339029,0.0794987827539444
314000,tensor(1.0659),0.06383742267886798,0.10196039080619812
316000,tensor(1.0645),0.062477778643369675,0.06603008508682251
317156,tensor(1.0722),0.06968093812465667,0.0851060077548027
318000,tensor(1.0621),0.060291160146395364,0.0762765109539032
320000,tensor(1.0696),0.06732037042578061,0.0890563577413559
322000,tensor(1.0665),0.06441663851340612,0.0698917955160141
324000,tensor(1.0624),0.06050436571240425,0.056042250245809555
326000,tensor(1.0622),0.0603434090813001,0.08825082331895828
328000,tensor(1.0602),0.05846661900480588,0.08554797619581223
328483,tensor(1.0647),0.06268872544169427,0.04451486095786095
330000,tensor(1.0559),0.05442614269753297,0.06966354697942734
332000,tensor(1.0618),0.060006672392288844,0.06825576722621918
334000,tensor(1.0649),0.06290864224235217,0.09132064133882523
336000,tensor(1.0630),0.061114619175593056,0.06910097599029541
338000,tensor(1.0621),0.060263368487358096,0.07187403738498688
339810,tensor(1.0662),0.06411063075065612,0.08018012344837189
340000,tensor(1.0653),0.06330072085062663,0.06358451396226883
342000,tensor(1.0636),0.06170044988393784,0.06789365410804749
344000,tensor(1.0580),0.056423472613096236,0.06535212695598602
346000,tensor(1.0597),0.057951410735646885,0.06893143057823181
348000,tensor(1.0555),0.05398088569442431,0.08023133128881454
350000,tensor(1.0648),0.06277911588549615,0.06124835088849068
351137,tensor(1.0640),0.062070780992507936,0.0522141233086586
352000,tensor(1.0650),0.06299558281898499,0.09535755217075348
354000,tensor(1.0608),0.059007716923952104,0.06934524327516556
356000,tensor(1.0639),0.06191455249985059,0.07371737062931061
358000,tensor(1.0548),0.05330975279211998,0.09195645898580551
360000,tensor(1.0625),0.06066321929295858,0.05562649667263031
362000,tensor(1.0687),0.0664236714442571,0.08759071677923203
362464,tensor(1.0611),0.05927093575398127,0.052530985325574875
364000,tensor(1.0630),0.061077803124984106,0.07274233549833298
366000,tensor(1.0654),0.06337024196982384,0.07889862358570099
368000,tensor(1.0580),0.05642016356190046,0.05943065881729126
370000,tensor(1.0614),0.05954951966802279,0.06745132058858871
372000,tensor(1.0661),0.06404018526275952,0.0748777687549591
373791,tensor(1.0660),0.06391970937450726,0.07200322300195694
374000,tensor(1.0549),0.053438526143630344,0.04314768314361572
376000,tensor(1.0661),0.06400250643491745,0.06771647185087204
378000,tensor(1.0640),0.06199204002817472,0.07381580770015717
380000,tensor(1.0624),0.06056319152315458,0.0832337960600853
382000,tensor(1.0617),0.05990286146601041,0.06565278768539429
384000,tensor(1.0632),0.06125961641470591,0.06640443950891495
385118,tensor(1.0620),0.060162516434987386,0.07756875455379486
386000,tensor(1.0646),0.06263550544778505,0.05613670125603676
388000,tensor(1.0623),0.06046146626273791,0.04498866945505142
390000,tensor(1.0566),0.05509260768691699,0.08959390968084335
392000,tensor(1.0598),0.058102463682492576,0.07100754976272583
394000,tensor(1.0537),0.05233305891354879,0.09212444722652435
396000,tensor(1.0570),0.0554408793648084,0.06332911550998688
396445,tensor(1.0649),0.0628464919825395,0.09096726030111313
398000,tensor(1.0597),0.057993774364391966,0.06264957785606384
400000,tensor(1.0591),0.05746623153487841,0.06941480934619904
402000,tensor(1.0533),0.05194410060842832,0.07527283579111099
404000,tensor(1.0628),0.060945882151524224,0.08233680576086044
406000,tensor(1.0653),0.06325286279122035,0.07521543651819229
407772,tensor(1.0598),0.058111508190631864,0.08488710224628448
408000,tensor(1.0547),0.05322545990347862,0.06616037338972092
410000,tensor(1.0661),0.06398590356111526,0.06454752385616302
412000,tensor(1.0547),0.053273906682928404,0.06752060353755951
414000,tensor(1.0457),0.044730199749271074,0.06639468669891357
416000,tensor(1.0612),0.05941014836231868,0.07673271000385284
418000,tensor(1.0559),0.05438520759344101,0.06530117243528366
419099,tensor(1.0597),0.05801425029834111,0.07413624227046967
420000,tensor(1.0563),0.05473173099259535,0.06912531703710556
422000,tensor(1.0567),0.0551087025552988,0.076213039457798
424000,tensor(1.0570),0.055464540421962735,0.057043109089136124
426000,tensor(1.0573),0.05574673861265182,0.05063918977975845
428000,tensor(1.0606),0.05881380761663119,0.07088538259267807
430000,tensor(1.0648),0.06274144475658734,0.040998511016368866
430426,tensor(1.0561),0.05457677890857061,0.05461151525378227
432000,tensor(1.0634),0.061440697560707726,0.09507235884666443
434000,tensor(1.0553),0.05382946009437243,0.07412078231573105
436000,tensor(1.0561),0.05459781611959139,0.09163714200258255
438000,tensor(1.0626),0.060735139747460684,0.02952953241765499
440000,tensor(1.0554),0.0539595161875089,0.08229339122772217
441753,tensor(1.0508),0.049574319769938785,0.09535374492406845
442000,tensor(1.0587),0.05708521902561188,0.0654471293091774
444000,tensor(1.0556),0.05406963601708412,0.0633467584848404
446000,tensor(1.0510),0.04977495558559895,0.08277050405740738
448000,tensor(1.0589),0.05727711816628774,0.06566125154495239
450000,tensor(1.0574),0.05584090774257978,0.05098896473646164
452000,tensor(1.0572),0.055587536593278246,0.04981011524796486
453080,tensor(1.0566),0.055047995100418724,0.07102730125188828
454000,tensor(1.0599),0.05821061059832573,0.06779544055461884
456000,tensor(1.0534),0.05198867345849673,0.05290856212377548
458000,tensor(1.0561),0.05462332169214885,0.06003290414810181
460000,tensor(1.0659),0.06381034006675085,0.06443407386541367
462000,tensor(1.0542),0.05278706600268682,0.10379385203123093
464000,tensor(1.0566),0.05506720493237178,0.0784621462225914
464407,tensor(1.0573),0.05569830524424712,0.0571676567196846
466000,tensor(1.0528),0.051455418268839516,0.0432521253824234
468000,tensor(1.0587),0.057011474420626956,0.0702623575925827
470000,tensor(1.0508),0.049565354362130165,0.059283025562763214
472000,tensor(1.0589),0.057221038887898125,0.060645028948783875
474000,tensor(1.0554),0.05392783246934414,0.06423305720090866
475734,tensor(1.0570),0.05542386323213577,0.0732174962759018
476000,tensor(1.0584),0.0567887119948864,0.05557211861014366
478000,tensor(1.0562),0.054696700721979144,0.06654839217662811
480000,tensor(1.0507),0.04944764003157616,0.05862735956907272
482000,tensor(1.0583),0.05669099489847819,0.05571664497256279
484000,tensor(1.0527),0.051342565566301346,0.06426607072353363
486000,tensor(1.0548),0.053378555551171304,0.07234901934862137
487061,tensor(1.0565),0.054940360287825264,0.054778337478637695
488000,tensor(1.0600),0.058248470971981686,0.05760534480214119
490000,tensor(1.0593),0.05759540076057116,0.06945814937353134
492000,tensor(1.0541),0.05272725361088912,0.07711769640445709
494000,tensor(1.0566),0.05508473813533783,0.05751997232437134
496000,tensor(1.0543),0.05291120459636053,0.08363422751426697
498000,tensor(1.0576),0.05597989584008853,0.0813845619559288
498388,tensor(1.0580),0.056380566830436386,0.07803038507699966
500000,tensor(1.0595),0.05781146809458733,0.07357224076986313
502000,tensor(1.0560),0.05446091617147128,0.06836903095245361
504000,tensor(1.0569),0.055354507019122444,0.05248011648654938
506000,tensor(1.0589),0.057228026042381926,0.06618992239236832
508000,tensor(1.0548),0.05331752722462018,0.06483308225870132
509715,tensor(1.0556),0.054143499583005905,0.08014314621686935
510000,tensor(1.0522),0.050848255554835,0.09319941699504852
512000,tensor(1.0535),0.052071205774943036,0.06338764727115631
514000,tensor(1.0579),0.0562469703455766,0.06990376114845276
516000,tensor(1.0539),0.052461696043610576,0.03007524088025093
518000,tensor(1.0627),0.060816551993290585,0.06859494000673294
520000,tensor(1.0578),0.05619388446211815,0.05444999784231186
521042,tensor(1.0524),0.051108152170976,0.07008093595504761
522000,tensor(1.0517),0.05043069707850615,0.04838155210018158
524000,tensor(1.0583),0.0567018819351991,0.027825400233268738
526000,tensor(1.0528),0.051482180630167323,0.06965048611164093
528000,tensor(1.0559),0.05439784129460653,0.042692866176366806
530000,tensor(1.0581),0.05648140013217926,0.09066791087388992
532000,tensor(1.0509),0.049631347258885704,0.0719735398888588
532369,tensor(1.0522),0.05091453852752845,0.05293204262852669
534000,tensor(1.0521),0.05074990838766098,0.0520835742354393
536000,tensor(1.0544),0.052936181674400964,0.05987599864602089
538000,tensor(1.0521),0.050781754031777385,0.08274422585964203
540000,tensor(1.0537),0.0523086595038573,0.05545626953244209
542000,tensor(1.0513),0.05006111040711403,0.04658030718564987
543696,tensor(1.0556),0.05410219306747119,0.045649465173482895
544000,tensor(1.0492),0.047984476760029794,0.07839561253786087
546000,tensor(1.0503),0.04909209137161573,0.041695352643728256
548000,tensor(1.0506),0.04938524228831132,0.035046838223934174
550000,tensor(1.0473),0.04624197669327259,0.0803527981042862
552000,tensor(1.0537),0.052352503935496016,0.04647070914506912
554000,tensor(1.0498),0.04863598085939884,0.06469196081161499
555023,tensor(1.0554),0.053927105168501535,0.051539432257413864
556000,tensor(1.0522),0.050837480400999384,0.06431970000267029
558000,tensor(1.0571),0.055564345916112264,0.06174607202410698
560000,tensor(1.0549),0.05341811093191306,0.041109874844551086
562000,tensor(1.0493),0.04808584700028102,0.06511367857456207
564000,tensor(1.0519),0.05056631838281949,0.06359998136758804
566000,tensor(1.0585),0.056842009102304775,0.05707552656531334
566350,tensor(1.0545),0.05308819909890493,0.08393193781375885
